window,min_ev,filter,max_ratio,kill_switch,is_roi,is_bets,is_pos,is_seasons,is_bk
sliding_7,0.03,base+X[3.50-4.50),1.15,no,-0.1108,400,1,8,556.9
expanding,0.07,base+X[3.70-4.50),1.15,no,-0.111,206,1,8,771.3
sliding_3,0.1,solo_X[3.50-4.50),none,si,-0.111,78,3,8,913.4
sliding_9,0.07,base+X[3.70-4.50),1.15,no,-0.111,206,1,8,771.3
sliding_9,0.03,base+X[3.50-4.50),1.25,si,-0.1128,307,1,8,653.7
expanding,0.03,base+X[3.50-4.50),1.25,si,-0.1128,307,1,8,653.7
sliding_6,0.1,base+X[3.70-4.50),1.15,si,-0.1133,96,2,8,891.2
sliding_5,0.04,solo_X[3.50-4.50),1.15,si,-0.1146,110,2,8,873.9
sliding_6,0.07,base+X[3.50-4.50),1.15,no,-0.1153,233,1,8,731.4
sliding_6,0.03,solo_X[3.50-4.50),none,no,-0.1179,185,2,8,781.9
sliding_6,0.03,base+X[3.50-4.50),1.2,si,-0.1185,225,2,8,733.4
sliding_9,0.04,base+X[3.50-4.50),1.15,si,-0.1189,239,1,8,715.9
expanding,0.04,base+X[3.50-4.50),1.15,si,-0.1189,239,1,8,715.9
sliding_5,0.05,solo_X[3.50-4.50),none,si,-0.1199,117,3,8,859.7
sliding_6,0.05,solo_X[3.50-4.50),none,si,-0.1221,116,3,8,858.4
sliding_9,0.03,base+X[3.70-4.50),1.15,no,-0.1226,360,0,8,558.7
expanding,0.03,base+X[3.70-4.50),1.15,no,-0.1226,360,0,8,558.7
sliding_9,0.05,base+X[3.70-4.50),1.15,si,-0.1227,196,1,8,759.6
expanding,0.05,base+X[3.70-4.50),1.15,si,-0.1227,196,1,8,759.6
sliding_5,0.05,solo_X[3.50-4.50),1.2,no,-0.1228,122,2,8,850.2
sliding_6,0.1,base,1.15,si,-0.1232,81,3,8,900.2
sliding_6,0.1,base,1.15,no,-0.1232,81,3,8,900.2
sliding_6,0.06,base+X[3.70-4.50),1.15,si,-0.1236,166,2,8,794.9
sliding_6,0.04,base+X[3.70-4.50),1.15,si,-0.1238,192,2,8,762.3
sliding_9,0.07,base+X[3.50-4.50),1.15,si,-0.1241,162,1,8,799.0
expanding,0.07,base+X[3.50-4.50),1.15,si,-0.1241,162,1,8,799.0
sliding_9,0.06,base+X[3.50-4.50),1.15,si,-0.1247,182,2,8,773.1
expanding,0.06,base+X[3.50-4.50),1.15,si,-0.1247,182,2,8,773.1
sliding_6,0.03,base+X[3.70-4.50),1.25,si,-0.1252,220,1,8,724.6
sliding_6,0.05,solo_X[3.50-4.50),1.25,no,-0.1256,130,3,8,836.7
sliding_6,0.07,solo_X[3.50-4.50),none,no,-0.1259,117,3,8,852.7
sliding_6,0.1,base+X[3.70-4.50),1.15,no,-0.1261,99,2,8,875.2
sliding_6,0.05,base+X[3.70-4.50),1.15,si,-0.1283,173,1,8,778.0
sliding_6,0.07,base+X[3.70-4.50),1.2,si,-0.1284,165,2,8,788.2
sliding_5,0.07,solo_X[3.50-4.50),1.2,no,-0.1288,96,2,8,876.4
sliding_7,0.07,base+X[3.50-4.50),1.15,si,-0.1296,162,1,8,790.1
expanding,0.07,base+X[3.50-4.50),1.15,no,-0.1307,227,1,8,703.3
sliding_9,0.07,base+X[3.50-4.50),1.15,no,-0.1307,227,1,8,703.3
sliding_5,0.03,solo_X[3.50-4.50),1.25,si,-0.1315,121,2,8,840.9
sliding_6,0.06,solo_X[3.50-4.50),none,no,-0.1349,127,3,8,828.7
sliding_9,0.06,base+X[3.70-4.50),1.15,si,-0.1361,183,2,8,750.9
expanding,0.06,base+X[3.70-4.50),1.15,si,-0.1361,183,2,8,750.9
sliding_7,0.07,base+X[3.70-4.50),1.15,si,-0.1362,153,2,8,791.6
sliding_6,0.04,base+X[3.50-4.50),1.15,si,-0.1364,206,1,8,719.0
sliding_9,0.03,base+X[3.50-4.50),1.15,no,-0.1369,399,1,8,453.7
expanding,0.03,base+X[3.50-4.50),1.15,no,-0.1369,399,1,8,453.7
sliding_7,0.03,base+X[3.50-4.50),1.15,si,-0.1389,204,1,8,716.6
sliding_6,0.03,solo_X[3.50-4.50),1.25,no,-0.1454,177,3,8,742.6
sliding_5,0.06,solo_X[3.50-4.50),1.2,no,-0.1454,107,2,8,844.4
sliding_7,0.03,base+X[3.70-4.50),1.15,si,-0.1465,195,1,8,714.4
sliding_6,0.05,solo_X[3.50-4.50),1.15,no,-0.1466,100,4,8,853.4
sliding_5,0.04,solo_X[3.50-4.50),1.2,si,-0.1485,124,1,8,815.9
sliding_6,0.04,solo_X[3.50-4.50),none,no,-0.1487,156,2,8,768.0
sliding_6,0.03,solo_X[3.50-4.50),none,si,-0.1487,141,2,8,790.3
sliding_6,0.03,base+X[3.70-4.50),1.2,si,-0.1488,208,2,8,690.4
sliding_3,0.1,solo_X[3.50-4.50),1.25,si,-0.149,72,3,8,892.7
sliding_3,0.1,solo_X[3.50-4.50),1.25,no,-0.149,72,3,8,892.7
sliding_5,0.05,solo_X[3.50-4.50),1.25,no,-0.1506,126,2,8,810.2
sliding_6,0.05,solo_X[3.50-4.50),1.2,no,-0.1521,124,2,8,811.4
sliding_6,0.07,base+X[3.50-4.50),1.15,si,-0.1536,154,1,8,763.5
sliding_5,0.05,solo_X[3.50-4.50),1.15,si,-0.1549,93,3,8,855.9
sliding_7,0.05,solo_X[3.50-4.50),none,no,-0.1566,122,3,8,808.9
expanding,0.03,base+X[3.50-4.50),1.15,si,-0.1617,204,1,8,670.1
sliding_9,0.03,base+X[3.50-4.50),1.15,si,-0.1617,204,1,8,670.1
sliding_5,0.07,solo_X[3.50-4.50),1.25,no,-0.1636,100,2,8,836.4
sliding_6,0.03,solo_X[3.50-4.50),1.15,no,-0.1637,147,3,8,759.3
sliding_6,0.03,solo_X[3.50-4.50),1.2,no,-0.1653,171,2,8,717.3
sliding_9,0.07,base+X[3.70-4.50),1.15,si,-0.1654,153,1,8,747.0
expanding,0.07,base+X[3.70-4.50),1.15,si,-0.1654,153,1,8,747.0
sliding_6,0.1,base+X[3.50-4.50),1.15,no,-0.1656,108,2,8,821.2
sliding_6,0.1,solo_X[3.50-4.50),1.25,si,-0.1679,57,2,8,904.3
sliding_6,0.1,solo_X[3.50-4.50),1.25,no,-0.1679,57,2,8,904.3
sliding_9,0.03,base+X[3.70-4.50),1.15,si,-0.1708,195,0,8,667.0
expanding,0.03,base+X[3.70-4.50),1.15,si,-0.1708,195,0,8,667.0
sliding_6,0.07,solo_X[3.50-4.50),1.25,no,-0.1712,109,3,8,813.4
sliding_7,0.05,solo_X[3.50-4.50),1.15,no,-0.1735,91,4,8,842.1
sliding_7,0.05,solo_X[3.50-4.50),1.15,si,-0.1735,91,4,8,842.1
sliding_6,0.03,base+X[3.50-4.50),1.15,si,-0.174,204,1,8,645.0
sliding_5,0.04,solo_X[3.50-4.50),1.25,si,-0.1749,119,1,8,791.9
sliding_5,0.06,solo_X[3.50-4.50),1.25,no,-0.1762,111,2,8,804.4
sliding_6,0.06,solo_X[3.50-4.50),1.25,no,-0.177,119,2,8,789.4
sliding_3,0.1,solo_X[3.50-4.50),1.2,si,-0.1774,65,3,8,884.7
sliding_3,0.1,solo_X[3.50-4.50),1.2,no,-0.1774,65,3,8,884.7
sliding_6,0.07,base+X[3.70-4.50),1.15,si,-0.179,145,1,8,740.4
sliding_6,0.06,solo_X[3.50-4.50),none,si,-0.1799,110,3,8,802.1
sliding_6,0.03,base+X[3.70-4.50),1.15,si,-0.1818,195,0,8,645.5
sliding_5,0.07,solo_X[3.50-4.50),none,si,-0.1829,102,3,8,813.4
sliding_6,0.04,solo_X[3.50-4.50),1.25,no,-0.1833,148,1,8,728.7
sliding_6,0.1,base+X[3.50-4.50),1.15,si,-0.1844,98,2,8,819.3
sliding_6,0.05,solo_X[3.50-4.50),1.25,si,-0.19,111,2,8,789.1
sliding_6,0.07,solo_X[3.50-4.50),none,si,-0.1901,102,3,8,806.1
sliding_7,0.1,solo_X[3.50-4.50),1.2,si,-0.1907,54,2,8,897.0
sliding_7,0.1,solo_X[3.50-4.50),1.2,no,-0.1907,54,2,8,897.0
sliding_5,0.05,solo_X[3.50-4.50),1.2,si,-0.1959,108,2,8,788.4
sliding_6,0.04,solo_X[3.50-4.50),none,si,-0.198,122,2,8,758.4
sliding_5,0.06,solo_X[3.50-4.50),none,si,-0.1983,109,3,8,783.9
sliding_7,0.04,solo_X[3.50-4.50),none,no,-0.1993,133,2,8,734.9
sliding_7,0.06,solo_X[3.50-4.50),none,no,-0.1997,113,3,8,774.3
sliding_7,0.06,solo_X[3.50-4.50),none,si,-0.1997,113,3,8,774.3
sliding_5,0.07,solo_X[3.50-4.50),1.2,si,-0.1999,94,2,8,812.1
expanding,0.05,solo_X[3.50-4.50),none,si,-0.2011,98,4,8,802.9
sliding_9,0.05,solo_X[3.50-4.50),none,si,-0.2011,98,4,8,802.9
sliding_5,0.06,solo_X[3.50-4.50),1.15,si,-0.2023,84,4,8,830.1
sliding_7,0.05,solo_X[3.50-4.50),none,si,-0.2027,114,3,8,768.9
sliding_6,0.07,solo_X[3.50-4.50),1.2,no,-0.2057,103,2,8,788.1
sliding_6,0.06,solo_X[3.50-4.50),1.2,no,-0.2088,113,2,8,764.1
sliding_6,0.04,solo_X[3.50-4.50),1.2,no,-0.2089,142,1,8,703.4
sliding_7,0.05,solo_X[3.50-4.50),1.2,no,-0.209,115,2,8,759.6
expanding,0.05,solo_X[3.50-4.50),none,no,-0.2092,99,4,8,792.9
sliding_9,0.05,solo_X[3.50-4.50),none,no,-0.2092,99,4,8,792.9
sliding_5,0.05,solo_X[3.50-4.50),1.25,si,-0.2105,110,2,8,768.4
sliding_6,0.03,solo_X[3.50-4.50),1.25,si,-0.2109,137,2,8,711.0
sliding_6,0.07,solo_X[3.50-4.50),1.15,no,-0.2151,79,3,8,830.1
sliding_6,0.04,solo_X[3.50-4.50),1.15,no,-0.2158,118,2,8,745.4
sliding_6,0.06,solo_X[3.50-4.50),1.15,no,-0.2179,89,3,8,806.1
sliding_7,0.1,solo_X[3.50-4.50),1.25,si,-0.2196,56,2,8,877.0
sliding_7,0.1,solo_X[3.50-4.50),1.25,no,-0.2196,56,2,8,877.0
sliding_7,0.05,solo_X[3.50-4.50),1.25,no,-0.2226,117,2,8,739.6
sliding_7,0.04,solo_X[3.50-4.50),1.15,no,-0.2274,102,3,8,768.1
sliding_7,0.04,solo_X[3.50-4.50),1.15,si,-0.2274,102,3,8,768.1
sliding_6,0.03,solo_X[3.50-4.50),1.2,si,-0.2341,130,2,8,695.7
sliding_7,0.06,solo_X[3.50-4.50),1.15,no,-0.2348,82,4,8,807.5
sliding_7,0.06,solo_X[3.50-4.50),1.15,si,-0.2348,82,4,8,807.5
sliding_6,0.1,solo_X[3.50-4.50),1.2,si,-0.2373,51,2,8,879.0
sliding_6,0.1,solo_X[3.50-4.50),1.2,no,-0.2373,51,2,8,879.0
sliding_7,0.07,solo_X[3.50-4.50),none,si,-0.2385,98,3,8,766.3
sliding_6,0.05,solo_X[3.50-4.50),1.2,si,-0.2394,107,2,8,743.8
expanding,0.05,solo_X[3.50-4.50),1.2,si,-0.2459,88,3,8,783.6
sliding_9,0.05,solo_X[3.50-4.50),1.2,si,-0.2459,88,3,8,783.6
sliding_7,0.07,solo_X[3.50-4.50),none,no,-0.2462,99,3,8,756.3
sliding_5,0.06,solo_X[3.50-4.50),1.2,si,-0.2474,100,2,8,752.6
sliding_7,0.03,solo_X[3.50-4.50),none,no,-0.2491,161,2,8,598.9
sliding_7,0.04,solo_X[3.50-4.50),1.2,no,-0.2495,126,1,8,685.6
expanding,0.06,solo_X[3.50-4.50),none,no,-0.2513,93,4,8,766.3
sliding_9,0.06,solo_X[3.50-4.50),none,si,-0.2513,93,4,8,766.3
sliding_9,0.06,solo_X[3.50-4.50),none,no,-0.2513,93,4,8,766.3
expanding,0.06,solo_X[3.50-4.50),none,si,-0.2513,93,4,8,766.3
sliding_9,0.05,solo_X[3.50-4.50),1.2,no,-0.2544,89,3,8,773.6
expanding,0.05,solo_X[3.50-4.50),1.2,no,-0.2544,89,3,8,773.6
sliding_6,0.06,solo_X[3.50-4.50),1.25,si,-0.2545,105,2,8,732.8
sliding_7,0.06,solo_X[3.50-4.50),1.2,no,-0.2594,106,2,8,725.0
sliding_7,0.06,solo_X[3.50-4.50),1.2,si,-0.2594,106,2,8,725.0
sliding_7,0.04,solo_X[3.50-4.50),1.25,no,-0.2612,128,1,8,665.6
sliding_7,0.05,solo_X[3.50-4.50),1.2,si,-0.2621,107,2,8,719.6
sliding_6,0.03,solo_X[3.50-4.50),1.15,si,-0.2624,119,3,8,687.7
sliding_6,0.04,solo_X[3.50-4.50),1.25,si,-0.2657,117,1,8,689.1
sliding_6,0.04,solo_X[3.50-4.50),1.2,si,-0.2679,121,1,8,675.8
sliding_7,0.04,solo_X[3.50-4.50),none,si,-0.2682,119,2,8,680.9
sliding_7,0.03,solo_X[3.50-4.50),none,si,-0.2696,128,2,8,654.9
expanding,0.05,solo_X[3.50-4.50),1.25,si,-0.2708,91,3,8,753.6
sliding_9,0.05,solo_X[3.50-4.50),1.25,si,-0.2708,91,3,8,753.6
sliding_6,0.07,solo_X[3.50-4.50),1.25,si,-0.2713,97,2,8,736.8
sliding_7,0.06,solo_X[3.50-4.50),1.25,no,-0.2731,108,2,8,705.0
sliding_7,0.06,solo_X[3.50-4.50),1.25,si,-0.2731,108,2,8,705.0
sliding_9,0.04,solo_X[3.50-4.50),none,no,-0.2753,113,2,8,688.9
expanding,0.04,solo_X[3.50-4.50),none,no,-0.2753,113,2,8,688.9
sliding_7,0.05,solo_X[3.50-4.50),1.25,si,-0.2756,109,2,8,699.6
expanding,0.05,solo_X[3.50-4.50),1.25,no,-0.2787,92,3,8,743.6
sliding_9,0.05,solo_X[3.50-4.50),1.25,no,-0.2787,92,3,8,743.6
sliding_9,0.05,solo_X[3.50-4.50),1.15,si,-0.2815,71,4,8,800.1
sliding_9,0.05,solo_X[3.50-4.50),1.15,no,-0.2815,71,4,8,800.1
expanding,0.05,solo_X[3.50-4.50),1.15,si,-0.2815,71,4,8,800.1
expanding,0.05,solo_X[3.50-4.50),1.15,no,-0.2815,71,4,8,800.1
sliding_7,0.03,solo_X[3.50-4.50),1.15,no,-0.283,130,3,8,632.1
sliding_9,0.1,solo_X[3.50-4.50),none,no,-0.2841,49,3,8,860.8
sliding_9,0.1,solo_X[3.50-4.50),none,si,-0.2841,49,3,8,860.8
expanding,0.1,solo_X[3.50-4.50),none,no,-0.2841,49,3,8,860.8
expanding,0.1,solo_X[3.50-4.50),none,si,-0.2841,49,3,8,860.8
sliding_6,0.05,solo_X[3.50-4.50),1.15,si,-0.2922,87,4,8,745.8
sliding_7,0.03,solo_X[3.50-4.50),1.2,no,-0.2925,154,2,8,549.6
sliding_5,0.07,solo_X[3.50-4.50),1.25,si,-0.2925,95,2,8,722.1
sliding_6,0.1,solo_X[3.50-4.50),1.15,no,-0.2926,27,3,8,921.0
sliding_6,0.1,solo_X[3.50-4.50),1.15,si,-0.2926,27,3,8,921.0
sliding_9,0.07,solo_X[3.50-4.50),none,si,-0.2948,82,4,8,758.3
expanding,0.07,solo_X[3.50-4.50),none,no,-0.2948,82,4,8,758.3
expanding,0.07,solo_X[3.50-4.50),none,si,-0.2948,82,4,8,758.3
sliding_9,0.07,solo_X[3.50-4.50),none,no,-0.2948,82,4,8,758.3
sliding_9,0.04,solo_X[3.50-4.50),none,si,-0.2973,106,2,8,684.9
expanding,0.04,solo_X[3.50-4.50),none,si,-0.2973,106,2,8,684.9
sliding_7,0.04,solo_X[3.50-4.50),1.2,si,-0.3003,118,1,8,645.6
sliding_5,0.06,solo_X[3.50-4.50),1.25,si,-0.3014,102,2,8,692.6
sliding_7,0.03,solo_X[3.50-4.50),1.25,no,-0.3015,156,2,8,529.6
sliding_9,0.06,solo_X[3.50-4.50),1.2,no,-0.3048,83,3,8,747.0
sliding_9,0.06,solo_X[3.50-4.50),1.2,si,-0.3048,83,3,8,747.0
expanding,0.06,solo_X[3.50-4.50),1.2,no,-0.3048,83,3,8,747.0
expanding,0.06,solo_X[3.50-4.50),1.2,si,-0.3048,83,3,8,747.0
sliding_6,0.06,solo_X[3.50-4.50),1.2,si,-0.3094,101,2,8,687.5
sliding_7,0.07,solo_X[3.50-4.50),1.15,si,-0.3096,68,3,8,789.5
sliding_7,0.07,solo_X[3.50-4.50),1.15,no,-0.3096,68,3,8,789.5
sliding_7,0.07,solo_X[3.50-4.50),1.2,si,-0.311,91,2,8,717.0
sliding_9,0.03,solo_X[3.50-4.50),none,no,-0.3127,135,1,8,577.9
expanding,0.03,solo_X[3.50-4.50),none,no,-0.3127,135,1,8,577.9
expanding,0.04,solo_X[3.50-4.50),1.2,si,-0.3141,102,2,8,679.6
sliding_9,0.04,solo_X[3.50-4.50),1.2,si,-0.3141,102,2,8,679.6
expanding,0.03,solo_X[3.50-4.50),none,si,-0.3151,113,1,8,643.9
sliding_9,0.03,solo_X[3.50-4.50),none,si,-0.3151,113,1,8,643.9
sliding_7,0.07,solo_X[3.50-4.50),1.2,no,-0.3185,92,2,8,707.0
sliding_9,0.04,solo_X[3.50-4.50),1.2,no,-0.3208,103,2,8,669.6
expanding,0.04,solo_X[3.50-4.50),1.2,no,-0.3208,103,2,8,669.6
sliding_6,0.04,solo_X[3.50-4.50),1.15,si,-0.3257,102,2,8,667.8
sliding_7,0.07,solo_X[3.50-4.50),1.25,si,-0.3258,93,2,8,697.0
sliding_9,0.06,solo_X[3.50-4.50),1.25,si,-0.3291,86,3,8,717.0
expanding,0.06,solo_X[3.50-4.50),1.25,no,-0.3291,86,3,8,717.0
expanding,0.06,solo_X[3.50-4.50),1.25,si,-0.3291,86,3,8,717.0
sliding_9,0.06,solo_X[3.50-4.50),1.25,no,-0.3291,86,3,8,717.0
sliding_6,0.07,solo_X[3.50-4.50),1.2,si,-0.3317,93,2,8,691.5
sliding_7,0.07,solo_X[3.50-4.50),1.25,no,-0.333,94,2,8,687.0
sliding_7,0.03,solo_X[3.50-4.50),1.25,si,-0.3369,123,2,8,585.6
sliding_7,0.03,solo_X[3.50-4.50),1.2,si,-0.3369,123,2,8,585.6
sliding_9,0.04,solo_X[3.50-4.50),1.25,no,-0.34,106,2,8,639.6
expanding,0.04,solo_X[3.50-4.50),1.25,no,-0.34,106,2,8,639.6
sliding_7,0.04,solo_X[3.50-4.50),1.25,si,-0.3407,114,1,8,611.6
sliding_7,0.03,solo_X[3.50-4.50),1.15,si,-0.3461,119,2,8,588.1
sliding_9,0.06,solo_X[3.50-4.50),1.15,si,-0.3485,65,4,8,773.5
sliding_9,0.06,solo_X[3.50-4.50),1.15,no,-0.3485,65,4,8,773.5
expanding,0.06,solo_X[3.50-4.50),1.15,no,-0.3485,65,4,8,773.5
expanding,0.06,solo_X[3.50-4.50),1.15,si,-0.3485,65,4,8,773.5
sliding_9,0.03,solo_X[3.50-4.50),1.2,no,-0.3531,125,2,8,558.6
expanding,0.03,solo_X[3.50-4.50),1.2,no,-0.3531,125,2,8,558.6
sliding_9,0.04,solo_X[3.50-4.50),1.15,si,-0.3575,85,2,8,696.1
expanding,0.04,solo_X[3.50-4.50),1.15,no,-0.3575,85,2,8,696.1
expanding,0.04,solo_X[3.50-4.50),1.15,si,-0.3575,85,2,8,696.1
sliding_9,0.04,solo_X[3.50-4.50),1.15,no,-0.3575,85,2,8,696.1
sliding_6,0.07,solo_X[3.50-4.50),1.15,si,-0.3597,72,3,8,741.0
sliding_9,0.07,solo_X[3.50-4.50),1.2,si,-0.3625,72,3,8,739.0
expanding,0.07,solo_X[3.50-4.50),1.2,no,-0.3625,72,3,8,739.0
sliding_9,0.07,solo_X[3.50-4.50),1.2,no,-0.3625,72,3,8,739.0
expanding,0.07,solo_X[3.50-4.50),1.2,si,-0.3625,72,3,8,739.0
expanding,0.04,solo_X[3.50-4.50),1.25,si,-0.3681,99,2,8,635.6
sliding_9,0.04,solo_X[3.50-4.50),1.25,si,-0.3681,99,2,8,635.6
expanding,0.03,solo_X[3.50-4.50),1.25,no,-0.3683,128,1,8,528.6
sliding_9,0.03,solo_X[3.50-4.50),1.25,no,-0.3683,128,1,8,528.6
sliding_6,0.06,solo_X[3.50-4.50),1.15,si,-0.3756,80,3,8,699.5
sliding_9,0.03,solo_X[3.50-4.50),1.2,si,-0.3766,105,2,8,604.6
expanding,0.03,solo_X[3.50-4.50),1.2,si,-0.3766,105,2,8,604.6
sliding_9,0.03,solo_X[3.50-4.50),1.25,si,-0.3825,106,1,8,594.6
expanding,0.03,solo_X[3.50-4.50),1.25,si,-0.3825,106,1,8,594.6
expanding,0.03,solo_X[3.50-4.50),1.15,no,-0.3878,107,1,8,585.1
sliding_9,0.03,solo_X[3.50-4.50),1.15,no,-0.3878,107,1,8,585.1
sliding_9,0.07,solo_X[3.50-4.50),1.25,si,-0.388,75,3,8,709.0
sliding_9,0.07,solo_X[3.50-4.50),1.25,no,-0.388,75,3,8,709.0
expanding,0.07,solo_X[3.50-4.50),1.25,si,-0.388,75,3,8,709.0
expanding,0.07,solo_X[3.50-4.50),1.25,no,-0.388,75,3,8,709.0
expanding,0.1,solo_X[3.50-4.50),1.2,si,-0.4064,39,2,8,841.5
sliding_9,0.1,solo_X[3.50-4.50),1.2,no,-0.4064,39,2,8,841.5
expanding,0.1,solo_X[3.50-4.50),1.2,no,-0.4064,39,2,8,841.5
sliding_9,0.1,solo_X[3.50-4.50),1.2,si,-0.4064,39,2,8,841.5
expanding,0.03,solo_X[3.50-4.50),1.15,si,-0.4189,100,1,8,581.1
sliding_9,0.03,solo_X[3.50-4.50),1.15,si,-0.4189,100,1,8,581.1
sliding_9,0.07,solo_X[3.50-4.50),1.15,si,-0.4343,54,4,8,765.5
sliding_9,0.07,solo_X[3.50-4.50),1.15,no,-0.4343,54,4,8,765.5
expanding,0.07,solo_X[3.50-4.50),1.15,si,-0.4343,54,4,8,765.5
expanding,0.07,solo_X[3.50-4.50),1.15,no,-0.4343,54,4,8,765.5
expanding,0.1,solo_X[3.50-4.50),1.25,si,-0.4488,42,2,8,811.5
expanding,0.1,solo_X[3.50-4.50),1.25,no,-0.4488,42,2,8,811.5
sliding_9,0.1,solo_X[3.50-4.50),1.25,si,-0.4488,42,2,8,811.5
sliding_9,0.1,solo_X[3.50-4.50),1.25,no,-0.4488,42,2,8,811.5
